platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,prime_eligible,url,image_url,description,brand,scraped_at,discount_percent,verified_seller
daraz,DRZ00022,Electronics Item 22,Beauty,21640.26,20564.68,3.4,541,In Stock,Daraz Seller 17,3.7,Free Delivery,,https://daraz.pk/product/22,https://via.placeholder.com/300x300?text=Item+22,Quality Electronics available in Pakistan with fast delivery.,Brand V,2025-11-24 01:05:19,0.0,False
daraz,DRZ00023,Electronics Item 23,Home,43259.65,59173.56,4.4,1690,Pre-order,Daraz Seller 37,4.7,Cash on Delivery,,https://daraz.pk/product/23,https://via.placeholder.com/300x300?text=Item+23,Quality Electronics available in Pakistan with fast delivery.,Brand W,2025-11-24 01:05:19,26.9,True
daraz,DRZ00024,Electronics Item 24,Fashion,36943.42,57262.04,4.9,2887,Pre-order,Daraz Seller 86,3.9,Free Delivery,,https://daraz.pk/product/24,https://via.placeholder.com/300x300?text=Item+24,Quality Electronics available in Pakistan with fast delivery.,Brand X,2025-11-24 01:05:19,35.5,True
daraz,DRZ00025,Electronics Item 25,Beauty,11285.77,41566.74,4.9,629,Out of Stock,Daraz Seller 96,4.3,Free Delivery,,https://daraz.pk/product/25,https://via.placeholder.com/300x300?text=Item+25,Quality Electronics available in Pakistan with fast delivery.,Brand Y,2025-11-24 01:05:19,72.8,False
daraz,DRZ00026,Electronics Item 26,Electronics,9206.47,53844.84,5.0,561,In Stock,Daraz Seller 36,4.2,Cash on Delivery,,https://daraz.pk/product/26,https://via.placeholder.com/300x300?text=Item+26,Quality Electronics available in Pakistan with fast delivery.,Brand Z,2025-11-24 01:05:19,82.9,False
daraz,DRZ00027,Electronics Item 27,Beauty,900.84,41143.84,4.9,969,In Stock,Daraz Seller 74,3.9,Free Delivery,,https://daraz.pk/product/27,https://via.placeholder.com/300x300?text=Item+27,Quality Electronics available in Pakistan with fast delivery.,Brand A,2025-11-24 01:05:19,97.8,True
daraz,DRZ00028,Electronics Item 28,Beauty,22676.68,21345.74,3.1,1204,Out of Stock,Daraz Seller 59,3.6,Free Delivery,,https://daraz.pk/product/28,https://via.placeholder.com/300x300?text=Item+28,Quality Electronics available in Pakistan with fast delivery.,Brand B,2025-11-24 01:05:19,0.0,True
daraz,DRZ00029,Electronics Item 29,Beauty,3128.64,47383.09,4.8,593,Out of Stock,Daraz Seller 75,4.0,Cash on Delivery,,https://daraz.pk/product/29,https://via.placeholder.com/300x300?text=Item+29,Quality Electronics available in Pakistan with fast delivery.,Brand C,2025-11-24 01:05:19,93.4,True
daraz,DRZ00030,Electronics Item 30,Beauty,1980.14,59227.95,3.8,797,Pre-order,Daraz Seller 69,4.3,Cash on Delivery,,https://daraz.pk/product/30,https://via.placeholder.com/300x300?text=Item+30,Quality Electronics available in Pakistan with fast delivery.,Brand D,2025-11-24 01:05:19,96.7,True
daraz,DRZ00031,Electronics Item 31,Beauty,28607.53,10757.29,4.9,2737,Pre-order,Daraz Seller 28,4.7,Free Delivery,,https://daraz.pk/product/31,https://via.placeholder.com/300x300?text=Item+31,Quality Electronics available in Pakistan with fast delivery.,Brand E,2025-11-24 01:05:19,0.0,True
daraz,DRZ00032,Electronics Item 32,Beauty,42917.49,2790.4,3.5,495,Out of Stock,Daraz Seller 55,4.1,Free Delivery,,https://daraz.pk/product/32,https://via.placeholder.com/300x300?text=Item+32,Quality Electronics available in Pakistan with fast delivery.,Brand F,2025-11-24 01:05:19,0.0,False
daraz,DRZ00033,Electronics Item 33,Beauty,49173.29,57726.35,4.7,581,In Stock,Daraz Seller 88,4.6,Free Delivery,,https://daraz.pk/product/33,https://via.placeholder.com/300x300?text=Item+33,Quality Electronics available in Pakistan with fast delivery.,Brand G,2025-11-24 01:05:19,14.8,True
daraz,DRZ00034,Electronics Item 34,Sports,4625.74,12443.11,3.0,2191,Out of Stock,Daraz Seller 69,3.6,Cash on Delivery,,https://daraz.pk/product/34,https://via.placeholder.com/300x300?text=Item+34,Quality Electronics available in Pakistan with fast delivery.,Brand H,2025-11-24 01:05:19,62.8,True
daraz,DRZ00035,Electronics Item 35,Beauty,1362.11,38377.33,4.3,744,Pre-order,Daraz Seller 89,3.9,Cash on Delivery,,https://daraz.pk/product/35,https://via.placeholder.com/300x300?text=Item+35,Quality Electronics available in Pakistan with fast delivery.,Brand I,2025-11-24 01:05:19,96.5,False
daraz,DRZ00036,Electronics Item 36,Electronics,8098.9,48834.18,3.1,2883,Out of Stock,Daraz Seller 17,3.8,Cash on Delivery,,https://daraz.pk/product/36,https://via.placeholder.com/300x300?text=Item+36,Quality Electronics available in Pakistan with fast delivery.,Brand J,2025-11-24 01:05:19,83.4,True
daraz,DRZ00037,Electronics Item 37,Fashion,19400.91,1042.9,4.4,2499,Pre-order,Daraz Seller 50,4.8,Free Delivery,,https://daraz.pk/product/37,https://via.placeholder.com/300x300?text=Item+37,Quality Electronics available in Pakistan with fast delivery.,Brand K,2025-11-24 01:05:19,0.0,False
daraz,DRZ00038,Electronics Item 38,Fashion,8801.41,16528.75,4.4,1687,In Stock,Daraz Seller 1,4.2,Free Delivery,,https://daraz.pk/product/38,https://via.placeholder.com/300x300?text=Item+38,Quality Electronics available in Pakistan with fast delivery.,Brand L,2025-11-24 01:05:19,46.8,False
daraz,DRZ00039,Electronics Item 39,Sports,9289.94,10547.66,4.0,2000,Pre-order,Daraz Seller 80,3.5,Cash on Delivery,,https://daraz.pk/product/39,https://via.placeholder.com/300x300?text=Item+39,Quality Electronics available in Pakistan with fast delivery.,Brand M,2025-11-24 01:05:19,11.9,False
daraz,DRZ00040,Electronics Item 40,Sports,14478.36,41791.15,4.8,2835,In Stock,Daraz Seller 99,5.0,Cash on Delivery,,https://daraz.pk/product/40,https://via.placeholder.com/300x300?text=Item+40,Quality Electronics available in Pakistan with fast delivery.,Brand N,2025-11-24 01:05:19,65.4,False
daraz,DRZ00041,Electronics Item 41,Sports,6723.56,2704.76,4.4,2978,In Stock,Daraz Seller 37,4.2,Cash on Delivery,,https://daraz.pk/product/41,https://via.placeholder.com/300x300?text=Item+41,Quality Electronics available in Pakistan with fast delivery.,Brand O,2025-11-24 01:05:19,0.0,True
daraz,DRZ00042,Electronics Item 42,Fashion,23135.17,40467.12,4.3,64,Pre-order,Daraz Seller 94,4.1,Free Delivery,,https://daraz.pk/product/42,https://via.placeholder.com/300x300?text=Item+42,Quality Electronics available in Pakistan with fast delivery.,Brand P,2025-11-24 01:05:19,42.8,True
daraz,DRZ00043,Electronics Item 43,Beauty,30743.91,43054.88,3.6,1734,In Stock,Daraz Seller 51,4.6,Free Delivery,,https://daraz.pk/product/43,https://via.placeholder.com/300x300?text=Item+43,Quality Electronics available in Pakistan with fast delivery.,Brand Q,2025-11-24 01:05:19,28.6,False
daraz,DRZ00044,Electronics Item 44,Electronics,14048.31,57751.25,4.0,998,Pre-order,Daraz Seller 12,4.4,Free Delivery,,https://daraz.pk/product/44,https://via.placeholder.com/300x300?text=Item+44,Quality Electronics available in Pakistan with fast delivery.,Brand R,2025-11-24 01:05:19,75.7,False
daraz,DRZ00045,Electronics Item 45,Electronics,40234.43,48004.4,3.2,42,Out of Stock,Daraz Seller 75,4.7,Cash on Delivery,,https://daraz.pk/product/45,https://via.placeholder.com/300x300?text=Item+45,Quality Electronics available in Pakistan with fast delivery.,Brand S,2025-11-24 01:05:19,16.2,True
daraz,DRZ00046,Electronics Item 46,Home,32029.43,6450.59,3.3,1806,In Stock,Daraz Seller 89,4.8,Free Delivery,,https://daraz.pk/product/46,https://via.placeholder.com/300x300?text=Item+46,Quality Electronics available in Pakistan with fast delivery.,Brand T,2025-11-24 01:05:19,0.0,True
daraz,DRZ00047,Electronics Item 47,Electronics,28472.02,58901.56,4.4,1064,Pre-order,Daraz Seller 43,4.4,Free Delivery,,https://daraz.pk/product/47,https://via.placeholder.com/300x300?text=Item+47,Quality Electronics available in Pakistan with fast delivery.,Brand U,2025-11-24 01:05:19,51.7,False
daraz,DRZ00048,Electronics Item 48,Home,36852.65,12168.68,4.0,1290,Out of Stock,Daraz Seller 22,4.7,Free Delivery,,https://daraz.pk/product/48,https://via.placeholder.com/300x300?text=Item+48,Quality Electronics available in Pakistan with fast delivery.,Brand V,2025-11-24 01:05:19,0.0,False
daraz,DRZ00049,Electronics Item 49,Home,17602.33,29316.13,4.3,1521,Pre-order,Daraz Seller 63,4.7,Cash on Delivery,,https://daraz.pk/product/49,https://via.placeholder.com/300x300?text=Item+49,Quality Electronics available in Pakistan with fast delivery.,Brand W,2025-11-24 01:05:19,40.0,True
daraz,DRZ00050,Electronics Item 50,Home,5594.25,59495.4,4.9,2732,In Stock,Daraz Seller 80,3.6,Free Delivery,,https://daraz.pk/product/50,https://via.placeholder.com/300x300?text=Item+50,Quality Electronics available in Pakistan with fast delivery.,Brand X,2025-11-24 01:05:19,90.6,False
amazon,AMZ00001,Electronics Product 1,Books,141.04,449.02,3.9,3799,In Stock,Seller 92,4.9,Paid Shipping,False,https://amazon.com/product/1,https://via.placeholder.com/300x300?text=Product+1,High-quality Electronics with excellent features and performance.,Brand A,2025-11-24 01:08:41,68.6,
amazon,AMZ00002,Electronics Product 2,Electronics,482.56,68.32,3.8,1534,Pre-order,Seller 73,4.1,Paid Shipping,False,https://amazon.com/product/2,https://via.placeholder.com/300x300?text=Product+2,High-quality Electronics with excellent features and performance.,Brand B,2025-11-24 01:08:41,0.0,
amazon,AMZ00003,Electronics Product 3,Home & Kitchen,171.54,491.15,5.0,2097,Limited Stock,Seller 36,4.1,Free Shipping,True,https://amazon.com/product/3,https://via.placeholder.com/300x300?text=Product+3,High-quality Electronics with excellent features and performance.,Brand C,2025-11-24 01:08:41,65.1,
amazon,AMZ00004,Electronics Product 4,Sports,470.42,559.18,3.8,2519,In Stock,Seller 55,5.0,Paid Shipping,False,https://amazon.com/product/4,https://via.placeholder.com/300x300?text=Product+4,High-quality Electronics with excellent features and performance.,Brand D,2025-11-24 01:08:41,15.9,
amazon,AMZ00005,Electronics Product 5,Sports,101.37,503.6,4.2,942,In Stock,Seller 43,4.3,Free Shipping,False,https://amazon.com/product/5,https://via.placeholder.com/300x300?text=Product+5,High-quality Electronics with excellent features and performance.,Brand E,2025-11-24 01:08:41,79.9,
amazon,AMZ00006,Electronics Product 6,Home & Kitchen,54.12,36.64,4.5,223,In Stock,Seller 35,4.6,Paid Shipping,False,https://amazon.com/product/6,https://via.placeholder.com/300x300?text=Product+6,High-quality Electronics with excellent features and performance.,Brand F,2025-11-24 01:08:41,0.0,
amazon,AMZ00007,Electronics Product 7,Fashion,110.11,77.72,3.9,2273,Pre-order,Seller 89,4.4,Paid Shipping,True,https://amazon.com/product/7,https://via.placeholder.com/300x300?text=Product+7,High-quality Electronics with excellent features and performance.,Brand G,2025-11-24 01:08:41,0.0,
amazon,AMZ00008,Electronics Product 8,Books,29.68,126.76,4.9,1712,Limited Stock,Seller 92,4.2,Free Shipping,True,https://amazon.com/product/8,https://via.placeholder.com/300x300?text=Product+8,High-quality Electronics with excellent features and performance.,Brand H,2025-11-24 01:08:41,76.6,
amazon,AMZ00009,Electronics Product 9,Electronics,363.38,326.73,4.9,4515,Pre-order,Seller 55,4.9,Free Shipping,True,https://amazon.com/product/9,https://via.placeholder.com/300x300?text=Product+9,High-quality Electronics with excellent features and performance.,Brand I,2025-11-24 01:08:41,0.0,
amazon,AMZ00010,Electronics Product 10,Books,173.99,271.61,3.5,1493,Limited Stock,Seller 3,4.2,Free Shipping,True,https://amazon.com/product/10,https://via.placeholder.com/300x300?text=Product+10,High-quality Electronics with excellent features and performance.,Brand J,2025-11-24 01:08:41,35.9,
amazon,AMZ00011,Electronics Product 11,Home & Kitchen,499.1,551.14,5.0,2981,Pre-order,Seller 50,4.8,Paid Shipping,True,https://amazon.com/product/11,https://via.placeholder.com/300x300?text=Product+11,High-quality Electronics with excellent features and performance.,Brand K,2025-11-24 01:08:41,9.4,
amazon,AMZ00012,Electronics Product 12,Books,441.75,127.98,4.7,1694,In Stock,Seller 17,4.1,Free Shipping,False,https://amazon.com/product/12,https://via.placeholder.com/300x300?text=Product+12,High-quality Electronics with excellent features and performance.,Brand L,2025-11-24 01:08:41,0.0,
amazon,AMZ00013,Electronics Product 13,Sports,315.82,94.29,5.0,3819,Limited Stock,Seller 70,4.3,Paid Shipping,True,https://amazon.com/product/13,https://via.placeholder.com/300x300?text=Product+13,High-quality Electronics with excellent features and performance.,Brand M,2025-11-24 01:08:41,0.0,
amazon,AMZ00014,Electronics Product 14,Fashion,241.9,452.69,3.6,2978,Limited Stock,Seller 30,4.6,Paid Shipping,True,https://amazon.com/product/14,https://via.placeholder.com/300x300?text=Product+14,High-quality Electronics with excellent features and performance.,Brand N,2025-11-24 01:08:41,46.6,
amazon,AMZ00015,Electronics Product 15,Sports,254.52,238.04,3.9,982,Limited Stock,Seller 36,5.0,Free Shipping,True,https://amazon.com/product/15,https://via.placeholder.com/300x300?text=Product+15,High-quality Electronics with excellent features and performance.,Brand O,2025-11-24 01:08:41,0.0,
amazon,AMZ00016,Electronics Product 16,Sports,170.79,204.46,4.4,25,Pre-order,Seller 3,4.1,Paid Shipping,False,https://amazon.com/product/16,https://via.placeholder.com/300x300?text=Product+16,High-quality Electronics with excellent features and performance.,Brand P,2025-11-24 01:08:41,16.5,
amazon,AMZ00017,Electronics Product 17,Books,253.44,145.75,4.9,3870,In Stock,Seller 46,4.8,Free Shipping,False,https://amazon.com/product/17,https://via.placeholder.com/300x300?text=Product+17,High-quality Electronics with excellent features and performance.,Brand Q,2025-11-24 01:08:41,0.0,
amazon,AMZ00018,Electronics Product 18,Electronics,304.3,465.82,3.7,1192,Limited Stock,Seller 79,4.7,Paid Shipping,True,https://amazon.com/product/18,https://via.placeholder.com/300x300?text=Product+18,High-quality Electronics with excellent features and performance.,Brand R,2025-11-24 01:08:41,34.7,
amazon,AMZ00019,Electronics Product 19,Books,204.14,448.76,4.0,2221,Limited Stock,Seller 36,4.3,Free Shipping,False,https://amazon.com/product/19,https://via.placeholder.com/300x300?text=Product+19,High-quality Electronics with excellent features and performance.,Brand S,2025-11-24 01:08:41,54.5,
amazon,AMZ00020,Electronics Product 20,Books,199.87,85.27,4.7,4579,Limited Stock,Seller 33,4.1,Paid Shipping,True,https://amazon.com/product/20,https://via.placeholder.com/300x300?text=Product+20,High-quality Electronics with excellent features and performance.,Brand T,2025-11-24 01:08:41,0.0,
amazon,AMZ00021,Electronics Product 21,Electronics,97.4,381.07,4.2,2939,Pre-order,Seller 19,4.1,Free Shipping,True,https://amazon.com/product/21,https://via.placeholder.com/300x300?text=Product+21,High-quality Electronics with excellent features and performance.,Brand U,2025-11-24 01:08:41,74.4,
amazon,AMZ00022,Electronics Product 22,Sports,65.76,595.78,4.8,1301,Pre-order,Seller 61,5.0,Free Shipping,False,https://amazon.com/product/22,https://via.placeholder.com/300x300?text=Product+22,High-quality Electronics with excellent features and performance.,Brand V,2025-11-24 01:08:41,89.0,
amazon,AMZ00023,Electronics Product 23,Electronics,427.16,502.26,3.8,1716,Pre-order,Seller 66,4.6,Free Shipping,True,https://amazon.com/product/23,https://via.placeholder.com/300x300?text=Product+23,High-quality Electronics with excellent features and performance.,Brand W,2025-11-24 01:08:41,15.0,
amazon,AMZ00024,Electronics Product 24,Fashion,32.64,329.14,4.1,1792,Pre-order,Seller 14,4.2,Paid Shipping,True,https://amazon.com/product/24,https://via.placeholder.com/300x300?text=Product+24,High-quality Electronics with excellent features and performance.,Brand X,2025-11-24 01:08:41,90.1,
amazon,AMZ00025,Electronics Product 25,Fashion,226.74,480.89,3.8,3010,Limited Stock,Seller 95,4.3,Free Shipping,False,https://amazon.com/product/25,https://via.placeholder.com/300x300?text=Product+25,High-quality Electronics with excellent features and performance.,Brand Y,2025-11-24 01:08:41,52.8,
amazon,AMZ00026,Electronics Product 26,Books,258.66,277.05,3.7,4042,Pre-order,Seller 55,4.5,Paid Shipping,False,https://amazon.com/product/26,https://via.placeholder.com/300x300?text=Product+26,High-quality Electronics with excellent features and performance.,Brand Z,2025-11-24 01:08:41,6.6,
amazon,AMZ00027,Electronics Product 27,Home & Kitchen,301.15,82.7,4.7,4939,In Stock,Seller 70,4.7,Free Shipping,True,https://amazon.com/product/27,https://via.placeholder.com/300x300?text=Product+27,High-quality Electronics with excellent features and performance.,Brand A,2025-11-24 01:08:41,0.0,
amazon,AMZ00028,Electronics Product 28,Sports,433.35,49.01,5.0,1570,In Stock,Seller 72,4.0,Free Shipping,False,https://amazon.com/product/28,https://via.placeholder.com/300x300?text=Product+28,High-quality Electronics with excellent features and performance.,Brand B,2025-11-24 01:08:41,0.0,
amazon,AMZ00029,Electronics Product 29,Sports,181.01,541.83,4.1,4978,Limited Stock,Seller 38,4.4,Free Shipping,True,https://amazon.com/product/29,https://via.placeholder.com/300x300?text=Product+29,High-quality Electronics with excellent features and performance.,Brand C,2025-11-24 01:08:41,66.6,
amazon,AMZ00030,Electronics Product 30,Books,123.08,506.42,4.0,88,In Stock,Seller 53,4.9,Free Shipping,False,https://amazon.com/product/30,https://via.placeholder.com/300x300?text=Product+30,High-quality Electronics with excellent features and performance.,Brand D,2025-11-24 01:08:41,75.7,
amazon,AMZ00031,Electronics Product 31,Electronics,465.53,308.14,4.0,3605,Pre-order,Seller 79,4.9,Free Shipping,False,https://amazon.com/product/31,https://via.placeholder.com/300x300?text=Product+31,High-quality Electronics with excellent features and performance.,Brand E,2025-11-24 01:08:41,0.0,
amazon,AMZ00032,Electronics Product 32,Electronics,205.63,392.73,4.7,2910,Pre-order,Seller 70,4.3,Free Shipping,False,https://amazon.com/product/32,https://via.placeholder.com/300x300?text=Product+32,High-quality Electronics with excellent features and performance.,Brand F,2025-11-24 01:08:41,47.6,
amazon,AMZ00033,Electronics Product 33,Sports,297.61,550.77,4.6,1192,Limited Stock,Seller 84,4.8,Paid Shipping,False,https://amazon.com/product/33,https://via.placeholder.com/300x300?text=Product+33,High-quality Electronics with excellent features and performance.,Brand G,2025-11-24 01:08:41,46.0,
amazon,AMZ00034,Electronics Product 34,Fashion,372.05,21.14,3.7,1527,Limited Stock,Seller 89,4.2,Free Shipping,False,https://amazon.com/product/34,https://via.placeholder.com/300x300?text=Product+34,High-quality Electronics with excellent features and performance.,Brand H,2025-11-24 01:08:41,0.0,
amazon,AMZ00035,Electronics Product 35,Sports,190.32,122.43,3.9,3774,In Stock,Seller 1,5.0,Paid Shipping,True,https://amazon.com/product/35,https://via.placeholder.com/300x300?text=Product+35,High-quality Electronics with excellent features and performance.,Brand I,2025-11-24 01:08:41,0.0,
amazon,AMZ00036,Electronics Product 36,Home & Kitchen,162.73,18.79,4.5,633,Pre-order,Seller 100,4.2,Paid Shipping,False,https://amazon.com/product/36,https://via.placeholder.com/300x300?text=Product+36,High-quality Electronics with excellent features and performance.,Brand J,2025-11-24 01:08:41,0.0,
amazon,AMZ00037,Electronics Product 37,Books,478.29,427.13,4.0,334,In Stock,Seller 2,4.3,Paid Shipping,True,https://amazon.com/product/37,https://via.placeholder.com/300x300?text=Product+37,High-quality Electronics with excellent features and performance.,Brand K,2025-11-24 01:08:41,0.0,
amazon,AMZ00038,Electronics Product 38,Home & Kitchen,111.98,84.0,4.2,2897,In Stock,Seller 73,4.1,Paid Shipping,False,https://amazon.com/product/38,https://via.placeholder.com/300x300?text=Product+38,High-quality Electronics with excellent features and performance.,Brand L,2025-11-24 01:08:41,0.0,
amazon,AMZ00039,Electronics Product 39,Sports,113.57,228.5,4.5,3349,Limited Stock,Seller 56,4.8,Free Shipping,False,https://amazon.com/product/39,https://via.placeholder.com/300x300?text=Product+39,High-quality Electronics with excellent features and performance.,Brand M,2025-11-24 01:08:41,50.3,
amazon,AMZ00040,Electronics Product 40,Home & Kitchen,241.48,289.56,4.6,2054,Pre-order,Seller 82,4.7,Free Shipping,True,https://amazon.com/product/40,https://via.placeholder.com/300x300?text=Product+40,High-quality Electronics with excellent features and performance.,Brand N,2025-11-24 01:08:41,16.6,
amazon,AMZ00041,Electronics Product 41,Books,198.72,460.42,4.9,2592,Limited Stock,Seller 97,4.5,Free Shipping,True,https://amazon.com/product/41,https://via.placeholder.com/300x300?text=Product+41,High-quality Electronics with excellent features and performance.,Brand O,2025-11-24 01:08:41,56.8,
amazon,AMZ00042,Electronics Product 42,Books,326.53,38.75,4.1,448,Limited Stock,Seller 91,4.4,Free Shipping,False,https://amazon.com/product/42,https://via.placeholder.com/300x300?text=Product+42,High-quality Electronics with excellent features and performance.,Brand P,2025-11-24 01:08:41,0.0,
amazon,AMZ00043,Electronics Product 43,Electronics,224.28,84.98,3.6,1218,In Stock,Seller 18,4.1,Paid Shipping,True,https://amazon.com/product/43,https://via.placeholder.com/300x300?text=Product+43,High-quality Electronics with excellent features and performance.,Brand Q,2025-11-24 01:08:41,0.0,
amazon,AMZ00044,Electronics Product 44,Books,435.79,575.49,4.0,1264,Pre-order,Seller 32,4.3,Free Shipping,False,https://amazon.com/product/44,https://via.placeholder.com/300x300?text=Product+44,High-quality Electronics with excellent features and performance.,Brand R,2025-11-24 01:08:41,24.3,
amazon,AMZ00045,Electronics Product 45,Books,301.99,259.28,3.8,3962,Pre-order,Seller 82,4.2,Paid Shipping,True,https://amazon.com/product/45,https://via.placeholder.com/300x300?text=Product+45,High-quality Electronics with excellent features and performance.,Brand S,2025-11-24 01:08:41,0.0,
amazon,AMZ00046,Electronics Product 46,Books,484.75,451.71,4.4,2601,In Stock,Seller 3,4.1,Free Shipping,False,https://amazon.com/product/46,https://via.placeholder.com/300x300?text=Product+46,High-quality Electronics with excellent features and performance.,Brand T,2025-11-24 01:08:41,0.0,
amazon,AMZ00047,Electronics Product 47,Home & Kitchen,327.93,538.36,3.7,3518,In Stock,Seller 4,4.7,Paid Shipping,False,https://amazon.com/product/47,https://via.placeholder.com/300x300?text=Product+47,High-quality Electronics with excellent features and performance.,Brand U,2025-11-24 01:08:41,39.1,
amazon,AMZ00048,Electronics Product 48,Sports,60.53,301.84,3.7,3172,In Stock,Seller 100,4.0,Free Shipping,True,https://amazon.com/product/48,https://via.placeholder.com/300x300?text=Product+48,High-quality Electronics with excellent features and performance.,Brand V,2025-11-24 01:08:41,79.9,
amazon,AMZ00049,Electronics Product 49,Electronics,379.75,544.36,4.6,1697,In Stock,Seller 99,4.3,Paid Shipping,False,https://amazon.com/product/49,https://via.placeholder.com/300x300?text=Product+49,High-quality Electronics with excellent features and performance.,Brand W,2025-11-24 01:08:41,30.2,
amazon,AMZ00050,Electronics Product 50,Books,153.37,287.67,4.4,3610,Limited Stock,Seller 32,4.9,Free Shipping,True,https://amazon.com/product/50,https://via.placeholder.com/300x300?text=Product+50,High-quality Electronics with excellent features and performance.,Brand X,2025-11-24 01:08:41,46.7,
daraz,DRZ00001,Electronics Item 1,Electronics,18201.67,7116.35,3.3,1192,Out of Stock,Daraz Seller 98,4.8,Cash on Delivery,,https://daraz.pk/product/1,https://via.placeholder.com/300x300?text=Item+1,Quality Electronics available in Pakistan with fast delivery.,Brand A,2025-11-24 01:08:41,0.0,True
daraz,DRZ00002,Electronics Item 2,Beauty,5834.35,31852.81,4.3,1257,Out of Stock,Daraz Seller 80,4.6,Free Delivery,,https://daraz.pk/product/2,https://via.placeholder.com/300x300?text=Item+2,Quality Electronics available in Pakistan with fast delivery.,Brand B,2025-11-24 01:08:41,81.7,True
daraz,DRZ00003,Electronics Item 3,Sports,47249.25,44196.08,4.9,761,In Stock,Daraz Seller 61,4.6,Cash on Delivery,,https://daraz.pk/product/3,https://via.placeholder.com/300x300?text=Item+3,Quality Electronics available in Pakistan with fast delivery.,Brand C,2025-11-24 01:08:41,0.0,True
daraz,DRZ00004,Electronics Item 4,Fashion,46910.22,6573.87,4.0,179,Pre-order,Daraz Seller 71,4.7,Free Delivery,,https://daraz.pk/product/4,https://via.placeholder.com/300x300?text=Item+4,Quality Electronics available in Pakistan with fast delivery.,Brand D,2025-11-24 01:08:41,0.0,True
daraz,DRZ00005,Electronics Item 5,Beauty,31946.81,14233.12,4.6,1231,In Stock,Daraz Seller 67,4.2,Free Delivery,,https://daraz.pk/product/5,https://via.placeholder.com/300x300?text=Item+5,Quality Electronics available in Pakistan with fast delivery.,Brand E,2025-11-24 01:08:41,0.0,False
daraz,DRZ00006,Electronics Item 6,Sports,22940.11,20916.82,3.6,1028,In Stock,Daraz Seller 60,4.2,Free Delivery,,https://daraz.pk/product/6,https://via.placeholder.com/300x300?text=Item+6,Quality Electronics available in Pakistan with fast delivery.,Brand F,2025-11-24 01:08:41,0.0,True
daraz,DRZ00007,Electronics Item 7,Electronics,19442.32,12387.22,4.2,1711,In Stock,Daraz Seller 9,3.9,Free Delivery,,https://daraz.pk/product/7,https://via.placeholder.com/300x300?text=Item+7,Quality Electronics available in Pakistan with fast delivery.,Brand G,2025-11-24 01:08:41,0.0,False
daraz,DRZ00008,Electronics Item 8,Electronics,35163.13,26046.6,4.1,2474,In Stock,Daraz Seller 60,4.2,Cash on Delivery,,https://daraz.pk/product/8,https://via.placeholder.com/300x300?text=Item+8,Quality Electronics available in Pakistan with fast delivery.,Brand H,2025-11-24 01:08:41,0.0,True
daraz,DRZ00009,Electronics Item 9,Home,12554.05,3307.96,3.9,135,Out of Stock,Daraz Seller 90,5.0,Free Delivery,,https://daraz.pk/product/9,https://via.placeholder.com/300x300?text=Item+9,Quality Electronics available in Pakistan with fast delivery.,Brand I,2025-11-24 01:08:41,0.0,True
daraz,DRZ00010,Electronics Item 10,Electronics,28441.92,56041.27,3.9,891,Out of Stock,Daraz Seller 22,4.8,Cash on Delivery,,https://daraz.pk/product/10,https://via.placeholder.com/300x300?text=Item+10,Quality Electronics available in Pakistan with fast delivery.,Brand J,2025-11-24 01:08:41,49.2,True
daraz,DRZ00011,Electronics Item 11,Electronics,817.88,9721.35,4.5,145,In Stock,Daraz Seller 100,4.0,Free Delivery,,https://daraz.pk/product/11,https://via.placeholder.com/300x300?text=Item+11,Quality Electronics available in Pakistan with fast delivery.,Brand K,2025-11-24 01:08:41,91.6,False
daraz,DRZ00012,Electronics Item 12,Fashion,33167.46,35293.46,4.3,828,In Stock,Daraz Seller 4,4.0,Free Delivery,,https://daraz.pk/product/12,https://via.placeholder.com/300x300?text=Item+12,Quality Electronics available in Pakistan with fast delivery.,Brand L,2025-11-24 01:08:41,6.0,False
daraz,DRZ00013,Electronics Item 13,Fashion,37194.66,36657.21,3.4,976,In Stock,Daraz Seller 22,3.8,Cash on Delivery,,https://daraz.pk/product/13,https://via.placeholder.com/300x300?text=Item+13,Quality Electronics available in Pakistan with fast delivery.,Brand M,2025-11-24 01:08:41,0.0,True
daraz,DRZ00014,Electronics Item 14,Sports,35094.11,18131.74,3.5,29,Out of Stock,Daraz Seller 22,4.2,Free Delivery,,https://daraz.pk/product/14,https://via.placeholder.com/300x300?text=Item+14,Quality Electronics available in Pakistan with fast delivery.,Brand N,2025-11-24 01:08:41,0.0,True
daraz,DRZ00015,Electronics Item 15,Home,15140.25,2388.09,4.1,812,Out of Stock,Daraz Seller 36,4.5,Free Delivery,,https://daraz.pk/product/15,https://via.placeholder.com/300x300?text=Item+15,Quality Electronics available in Pakistan with fast delivery.,Brand O,2025-11-24 01:08:41,0.0,True
daraz,DRZ00016,Electronics Item 16,Beauty,42863.5,24687.27,3.8,1298,Out of Stock,Daraz Seller 29,3.6,Free Delivery,,https://daraz.pk/product/16,https://via.placeholder.com/300x300?text=Item+16,Quality Electronics available in Pakistan with fast delivery.,Brand P,2025-11-24 01:08:41,0.0,True
